date,oblast,alert_hours,year,month,weekday
2024-06-22,Chernivetska oblast,6,2024,6,Saturday
2024-06-22,Dnipropetrovska oblast,24,2024,6,Saturday
2024-06-22,Donetska oblast,24,2024,6,Saturday
2024-06-22,Ivano-Frankivska oblast,5,2024,6,Saturday
2024-06-22,Kharkivska oblast,24,2024,6,Saturday
2024-06-22,Khersonska oblast,14,2024,6,Saturday
2024-06-22,Khmelnytska oblast,6,2024,6,Saturday
2024-06-22,Kirovohradska oblast,12,2024,6,Saturday
2024-06-22,Kyiv City,5,2024,6,Saturday
2024-06-22,Kyivska oblast,7,2024,6,Saturday
2024-06-22,Lvivska oblast,5,2024,6,Saturday
2024-06-22,Mykolaivska oblast,14,2024,6,Saturday
2024-06-22,Odeska oblast,11,2024,6,Saturday
2024-06-22,Poltavska oblast,9,2024,6,Saturday
2024-06-22,Rivnenska oblast,5,2024,6,Saturday
2024-06-22,Sumska oblast,9,2024,6,Saturday
2024-06-22,Ternopilska oblast,5,2024,6,Saturday
2024-06-22,Vinnytska oblast,6,2024,6,Saturday
2024-06-22,Volynska oblast,5,2024,6,Saturday
2024-06-22,Zakarpatska oblast,5,2024,6,Saturday
2024-06-22,Zaporizka oblast,16,2024,6,Saturday
2024-06-22,Zhytomyrska oblast,5,2024,6,Saturday
2024-06-23,Cherkaska oblast,2,2024,6,Sunday
2024-06-23,Chernihivska oblast,0,2024,6,Sunday
2024-06-23,Chernivetska oblast,1,2024,6,Sunday
2024-06-23,Dnipropetrovska oblast,24,2024,6,Sunday
2024-06-23,Donetska oblast,21,2024,6,Sunday
2024-06-23,Ivano-Frankivska oblast,1,2024,6,Sunday
2024-06-23,Kharkivska oblast,24,2024,6,Sunday
2024-06-23,Khersonska oblast,7,2024,6,Sunday
2024-06-23,Khmelnytska oblast,2,2024,6,Sunday
2024-06-23,Kirovohradska oblast,7,2024,6,Sunday
2024-06-23,Kyiv City,2,2024,6,Sunday
2024-06-23,Kyivska oblast,2,2024,6,Sunday
2024-06-23,Lvivska oblast,1,2024,6,Sunday
2024-06-23,Mykolaivska oblast,8,2024,6,Sunday
2024-06-23,Odeska oblast,4,2024,6,Sunday
2024-06-23,Poltavska oblast,0,2024,6,Sunday
2024-06-23,Rivnenska oblast,2,2024,6,Sunday
2024-06-23,Sumska oblast,2,2024,6,Sunday
2024-06-23,Ternopilska oblast,2,2024,6,Sunday
2024-06-23,Vinnytska oblast,2,2024,6,Sunday
2024-06-23,Volynska oblast,2,2024,6,Sunday
2024-06-23,Zakarpatska oblast,1,2024,6,Sunday
2024-06-23,Zaporizka oblast,6,2024,6,Sunday
2024-06-23,Zhytomyrska oblast,1,2024,6,Sunday
2024-06-24,Cherkaska oblast,5,2024,6,Monday
2024-06-24,Chernihivska oblast,5,2024,6,Monday
2024-06-24,Chernivetska oblast,3,2024,6,Monday
2024-06-24,Dnipropetrovska oblast,23,2024,6,Monday
2024-06-24,Donetska oblast,22,2024,6,Monday
2024-06-24,Ivano-Frankivska oblast,3,2024,6,Monday
2024-06-24,Kharkivska oblast,24,2024,6,Monday
2024-06-24,Khersonska oblast,11,2024,6,Monday
2024-06-24,Khmelnytska oblast,3,2024,6,Monday
2024-06-24,Kirovohradska oblast,10,2024,6,Monday
2024-06-24,Kyiv City,3,2024,6,Monday
2024-06-24,Kyivska oblast,3,2024,6,Monday
2024-06-24,Lvivska oblast,3,2024,6,Monday
2024-06-24,Mykolaivska oblast,10,2024,6,Monday
2024-06-24,Odeska oblast,8,2024,6,Monday
2024-06-24,Poltavska oblast,5,2024,6,Monday
2024-06-24,Rivnenska oblast,3,2024,6,Monday
2024-06-24,Sumska oblast,7,2024,6,Monday
2024-06-24,Ternopilska oblast,3,2024,6,Monday
2024-06-24,Vinnytska oblast,3,2024,6,Monday
2024-06-24,Volynska oblast,3,2024,6,Monday
2024-06-24,Zakarpatska oblast,3,2024,6,Monday
2024-06-24,Zaporizka oblast,12,2024,6,Monday
2024-06-24,Zhytomyrska oblast,3,2024,6,Monday
2024-06-25,Cherkaska oblast,3,2024,6,Tuesday
2024-06-25,Chernihivska oblast,3,2024,6,Tuesday
2024-06-25,Chernivetska oblast,2,2024,6,Tuesday
2024-06-25,Dnipropetrovska oblast,22,2024,6,Tuesday
2024-06-25,Donetska oblast,17,2024,6,Tuesday
2024-06-25,Ivano-Frankivska oblast,2,2024,6,Tuesday
2024-06-25,Kharkivska oblast,24,2024,6,Tuesday
2024-06-25,Khersonska oblast,9,2024,6,Tuesday
2024-06-25,Khmelnytska oblast,2,2024,6,Tuesday
2024-06-25,Kirovohradska oblast,4,2024,6,Tuesday
2024-06-25,Kyiv City,3,2024,6,Tuesday
2024-06-25,Kyivska oblast,3,2024,6,Tuesday
2024-06-25,Lvivska oblast,2,2024,6,Tuesday
2024-06-25,Mykolaivska oblast,5,2024,6,Tuesday
2024-06-25,Odeska oblast,4,2024,6,Tuesday
2024-06-25,Poltavska oblast,6,2024,6,Tuesday
2024-06-25,Rivnenska oblast,2,2024,6,Tuesday
2024-06-25,Sumska oblast,6,2024,6,Tuesday
2024-06-25,Ternopilska oblast,2,2024,6,Tuesday
2024-06-25,Vinnytska oblast,2,2024,6,Tuesday
2024-06-25,Volynska oblast,2,2024,6,Tuesday
2024-06-25,Zakarpatska oblast,2,2024,6,Tuesday
2024-06-25,Zaporizka oblast,10,2024,6,Tuesday
2024-06-25,Zhytomyrska oblast,2,2024,6,Tuesday
2024-06-26,Cherkaska oblast,0,2024,6,Wednesday
2024-06-26,Chernihivska oblast,0,2024,6,Wednesday
2024-06-26,Chernivetska oblast,0,2024,6,Wednesday
2024-06-26,Dnipropetrovska oblast,23,2024,6,Wednesday
2024-06-26,Donetska oblast,24,2024,6,Wednesday
2024-06-26,Ivano-Frankivska oblast,0,2024,6,Wednesday
2024-06-26,Kharkivska oblast,24,2024,6,Wednesday
2024-06-26,Khersonska oblast,8,2024,6,Wednesday
2024-06-26,Khmelnytska oblast,0,2024,6,Wednesday
2024-06-26,Kirovohradska oblast,5,2024,6,Wednesday
2024-06-26,Kyiv City,0,2024,6,Wednesday
2024-06-26,Kyivska oblast,0,2024,6,Wednesday
2024-06-26,Lvivska oblast,0,2024,6,Wednesday
2024-06-26,Mykolaivska oblast,7,2024,6,Wednesday
2024-06-26,Odeska oblast,4,2024,6,Wednesday
2024-06-26,Poltavska oblast,2,2024,6,Wednesday
2024-06-26,Rivnenska oblast,0,2024,6,Wednesday
2024-06-26,Sumska oblast,2,2024,6,Wednesday
2024-06-26,Ternopilska oblast,0,2024,6,Wednesday
2024-06-26,Vinnytska oblast,0,2024,6,Wednesday
2024-06-26,Volynska oblast,0,2024,6,Wednesday
2024-06-26,Zakarpatska oblast,0,2024,6,Wednesday
2024-06-26,Zaporizka oblast,9,2024,6,Wednesday
2024-06-26,Zhytomyrska oblast,0,2024,6,Wednesday
2024-06-27,Cherkaska oblast,7,2024,6,Thursday
2024-06-27,Chernihivska oblast,3,2024,6,Thursday
2024-06-27,Chernivetska oblast,5,2024,6,Thursday
2024-06-27,Dnipropetrovska oblast,24,2024,6,Thursday
2024-06-27,Donetska oblast,23,2024,6,Thursday
2024-06-27,Ivano-Frankivska oblast,3,2024,6,Thursday
2024-06-27,Kharkivska oblast,24,2024,6,Thursday
2024-06-27,Khersonska oblast,8,2024,6,Thursday
2024-06-27,Khmelnytska oblast,5,2024,6,Thursday
2024-06-27,Kirovohradska oblast,9,2024,6,Thursday
2024-06-27,Kyiv City,2,2024,6,Thursday
2024-06-27,Kyivska oblast,3,2024,6,Thursday
2024-06-27,Lvivska oblast,2,2024,6,Thursday
2024-06-27,Mykolaivska oblast,10,2024,6,Thursday
2024-06-27,Odeska oblast,9,2024,6,Thursday
2024-06-27,Poltavska oblast,13,2024,6,Thursday
2024-06-27,Rivnenska oblast,2,2024,6,Thursday
2024-06-27,Sumska oblast,12,2024,6,Thursday
2024-06-27,Ternopilska oblast,3,2024,6,Thursday
2024-06-27,Vinnytska oblast,8,2024,6,Thursday
2024-06-27,Volynska oblast,2,2024,6,Thursday
2024-06-27,Zakarpatska oblast,2,2024,6,Thursday
2024-06-27,Zaporizka oblast,17,2024,6,Thursday
2024-06-27,Zhytomyrska oblast,4,2024,6,Thursday
2024-06-28,Cherkaska oblast,0,2024,6,Friday
2024-06-28,Chernihivska oblast,0,2024,6,Friday
2024-06-28,Chernivetska oblast,0,2024,6,Friday
2024-06-28,Dnipropetrovska oblast,24,2024,6,Friday
2024-06-28,Donetska oblast,20,2024,6,Friday
2024-06-28,Ivano-Frankivska oblast,0,2024,6,Friday
2024-06-28,Kharkivska oblast,24,2024,6,Friday
2024-06-28,Khersonska oblast,9,2024,6,Friday
2024-06-28,Khmelnytska oblast,0,2024,6,Friday
2024-06-28,Kirovohradska oblast,5,2024,6,Friday
2024-06-28,Kyiv City,0,2024,6,Friday
2024-06-28,Kyivska oblast,0,2024,6,Friday
2024-06-28,Lvivska oblast,0,2024,6,Friday
2024-06-28,Mykolaivska oblast,6,2024,6,Friday
2024-06-28,Odeska oblast,8,2024,6,Friday
2024-06-28,Poltavska oblast,3,2024,6,Friday
2024-06-28,Rivnenska oblast,0,2024,6,Friday
2024-06-28,Sumska oblast,1,2024,6,Friday
2024-06-28,Ternopilska oblast,0,2024,6,Friday
2024-06-28,Vinnytska oblast,0,2024,6,Friday
2024-06-28,Volynska oblast,0,2024,6,Friday
2024-06-28,Zakarpatska oblast,0,2024,6,Friday
2024-06-28,Zaporizka oblast,13,2024,6,Friday
2024-06-28,Zhytomyrska oblast,0,2024,6,Friday
2024-06-29,Cherkaska oblast,10,2024,6,Saturday
2024-06-29,Chernihivska oblast,3,2024,6,Saturday
2024-06-29,Chernivetska oblast,2,2024,6,Saturday
2024-06-29,Dnipropetrovska oblast,24,2024,6,Saturday
2024-06-29,Donetska oblast,20,2024,6,Saturday
2024-06-29,Ivano-Frankivska oblast,2,2024,6,Saturday
2024-06-29,Kharkivska oblast,24,2024,6,Saturday
2024-06-29,Khersonska oblast,10,2024,6,Saturday
2024-06-29,Khmelnytska oblast,2,2024,6,Saturday
2024-06-29,Kirovohradska oblast,12,2024,6,Saturday
2024-06-29,Kyiv City,3,2024,6,Saturday
2024-06-29,Kyivska oblast,4,2024,6,Saturday
2024-06-29,Lvivska oblast,2,2024,6,Saturday
2024-06-29,Mykolaivska oblast,9,2024,6,Saturday
2024-06-29,Odeska oblast,5,2024,6,Saturday
2024-06-29,Poltavska oblast,9,2024,6,Saturday
2024-06-29,Rivnenska oblast,2,2024,6,Saturday
2024-06-29,Sumska oblast,9,2024,6,Saturday
2024-06-29,Ternopilska oblast,2,2024,6,Saturday
2024-06-29,Vinnytska oblast,8,2024,6,Saturday
2024-06-29,Volynska oblast,2,2024,6,Saturday
2024-06-29,Zakarpatska oblast,2,2024,6,Saturday
2024-06-29,Zaporizka oblast,8,2024,6,Saturday
2024-06-29,Zhytomyrska oblast,2,2024,6,Saturday
2024-06-30,Cherkaska oblast,1,2024,6,Sunday
2024-06-30,Chernihivska oblast,1,2024,6,Sunday
2024-06-30,Chernivetska oblast,0,2024,6,Sunday
2024-06-30,Dnipropetrovska oblast,24,2024,6,Sunday
2024-06-30,Donetska oblast,20,2024,6,Sunday
2024-06-30,Ivano-Frankivska oblast,0,2024,6,Sunday
2024-06-30,Kharkivska oblast,24,2024,6,Sunday
2024-06-30,Khersonska oblast,9,2024,6,Sunday
2024-06-30,Khmelnytska oblast,1,2024,6,Sunday
2024-06-30,Kirovohradska oblast,4,2024,6,Sunday
2024-06-30,Kyiv City,2,2024,6,Sunday
2024-06-30,Kyivska oblast,2,2024,6,Sunday
2024-06-30,Lvivska oblast,0,2024,6,Sunday
2024-06-30,Mykolaivska oblast,5,2024,6,Sunday
2024-06-30,Odeska oblast,2,2024,6,Sunday
2024-06-30,Poltavska oblast,5,2024,6,Sunday
2024-06-30,Rivnenska oblast,0,2024,6,Sunday
2024-06-30,Sumska oblast,2,2024,6,Sunday
2024-06-30,Ternopilska oblast,0,2024,6,Sunday
2024-06-30,Vinnytska oblast,0,2024,6,Sunday
2024-06-30,Volynska oblast,0,2024,6,Sunday
2024-06-30,Zakarpatska oblast,0,2024,6,Sunday
2024-06-30,Zaporizka oblast,12,2024,6,Sunday
2024-06-30,Zhytomyrska oblast,0,2024,6,Sunday
2024-07-01,Cherkaska oblast,8,2024,7,Monday
2024-07-01,Chernihivska oblast,6,2024,7,Monday
2024-07-01,Chernivetska oblast,3,2024,7,Monday
2024-07-01,Dnipropetrovska oblast,24,2024,7,Monday
2024-07-01,Donetska oblast,24,2024,7,Monday
2024-07-01,Ivano-Frankivska oblast,3,2024,7,Monday
2024-07-01,Kharkivska oblast,24,2024,7,Monday
2024-07-01,Khersonska oblast,8,2024,7,Monday
2024-07-01,Khmelnytska oblast,3,2024,7,Monday
2024-07-01,Kirovohradska oblast,8,2024,7,Monday
2024-07-01,Kyiv City,7,2024,7,Monday
2024-07-01,Kyivska oblast,7,2024,7,Monday
2024-07-01,Lvivska oblast,3,2024,7,Monday
2024-07-01,Mykolaivska oblast,8,2024,7,Monday
2024-07-01,Odeska oblast,7,2024,7,Monday
2024-07-01,Poltavska oblast,9,2024,7,Monday
2024-07-01,Rivnenska oblast,3,2024,7,Monday
2024-07-01,Sumska oblast,8,2024,7,Monday
2024-07-01,Ternopilska oblast,3,2024,7,Monday
2024-07-01,Vinnytska oblast,6,2024,7,Monday
2024-07-01,Volynska oblast,3,2024,7,Monday
2024-07-01,Zakarpatska oblast,3,2024,7,Monday
2024-07-01,Zaporizka oblast,16,2024,7,Monday
2024-07-01,Zhytomyrska oblast,4,2024,7,Monday
2024-07-02,Cherkaska oblast,5,2024,7,Tuesday
2024-07-02,Chernihivska oblast,8,2024,7,Tuesday
2024-07-02,Chernivetska oblast,2,2024,7,Tuesday
2024-07-02,Dnipropetrovska oblast,24,2024,7,Tuesday
2024-07-02,Donetska oblast,20,2024,7,Tuesday
2024-07-02,Ivano-Frankivska oblast,2,2024,7,Tuesday
2024-07-02,Kharkivska oblast,24,2024,7,Tuesday
2024-07-02,Khersonska oblast,6,2024,7,Tuesday
2024-07-02,Khmelnytska oblast,2,2024,7,Tuesday
2024-07-02,Kirovohradska oblast,5,2024,7,Tuesday
2024-07-02,Kyiv City,3,2024,7,Tuesday
2024-07-02,Kyivska oblast,7,2024,7,Tuesday
2024-07-02,Lvivska oblast,2,2024,7,Tuesday
2024-07-02,Mykolaivska oblast,6,2024,7,Tuesday
2024-07-02,Odeska oblast,6,2024,7,Tuesday
2024-07-02,Poltavska oblast,9,2024,7,Tuesday
2024-07-02,Rivnenska oblast,2,2024,7,Tuesday
2024-07-02,Sumska oblast,9,2024,7,Tuesday
2024-07-02,Ternopilska oblast,2,2024,7,Tuesday
2024-07-02,Vinnytska oblast,3,2024,7,Tuesday
2024-07-02,Volynska oblast,2,2024,7,Tuesday
2024-07-02,Zakarpatska oblast,2,2024,7,Tuesday
2024-07-02,Zaporizka oblast,9,2024,7,Tuesday
2024-07-02,Zhytomyrska oblast,2,2024,7,Tuesday
2024-07-03,Cherkaska oblast,4,2024,7,Wednesday
2024-07-03,Chernihivska oblast,3,2024,7,Wednesday
2024-07-03,Chernivetska oblast,0,2024,7,Wednesday
2024-07-03,Dnipropetrovska oblast,24,2024,7,Wednesday
2024-07-03,Donetska oblast,23,2024,7,Wednesday
2024-07-03,Ivano-Frankivska oblast,0,2024,7,Wednesday
2024-07-03,Kharkivska oblast,24,2024,7,Wednesday
2024-07-03,Khersonska oblast,11,2024,7,Wednesday
2024-07-03,Khmelnytska oblast,0,2024,7,Wednesday
2024-07-03,Kirovohradska oblast,10,2024,7,Wednesday
2024-07-03,Kyiv City,0,2024,7,Wednesday
2024-07-03,Kyivska oblast,0,2024,7,Wednesday
2024-07-03,Lvivska oblast,0,2024,7,Wednesday
2024-07-03,Mykolaivska oblast,10,2024,7,Wednesday
2024-07-03,Odeska oblast,4,2024,7,Wednesday
2024-07-03,Poltavska oblast,10,2024,7,Wednesday
2024-07-03,Rivnenska oblast,0,2024,7,Wednesday
2024-07-03,Sumska oblast,10,2024,7,Wednesday
2024-07-03,Ternopilska oblast,0,2024,7,Wednesday
2024-07-03,Vinnytska oblast,0,2024,7,Wednesday
2024-07-03,Volynska oblast,0,2024,7,Wednesday
2024-07-03,Zakarpatska oblast,0,2024,7,Wednesday
2024-07-03,Zaporizka oblast,11,2024,7,Wednesday
2024-07-03,Zhytomyrska oblast,0,2024,7,Wednesday
2024-07-04,Cherkaska oblast,3,2024,7,Thursday
2024-07-04,Chernihivska oblast,7,2024,7,Thursday
2024-07-04,Chernivetska oblast,1,2024,7,Thursday
2024-07-04,Dnipropetrovska oblast,24,2024,7,Thursday
2024-07-04,Donetska oblast,23,2024,7,Thursday
2024-07-04,Ivano-Frankivska oblast,1,2024,7,Thursday
2024-07-04,Kharkivska oblast,24,2024,7,Thursday
2024-07-04,Khersonska oblast,6,2024,7,Thursday
2024-07-04,Khmelnytska oblast,3,2024,7,Thursday
2024-07-04,Kirovohradska oblast,4,2024,7,Thursday
2024-07-04,Kyiv City,2,2024,7,Thursday
2024-07-04,Kyivska oblast,7,2024,7,Thursday
2024-07-04,Lvivska oblast,1,2024,7,Thursday
2024-07-04,Mykolaivska oblast,3,2024,7,Thursday
2024-07-04,Odeska oblast,3,2024,7,Thursday
2024-07-04,Poltavska oblast,10,2024,7,Thursday
2024-07-04,Rivnenska oblast,3,2024,7,Thursday
2024-07-04,Sumska oblast,8,2024,7,Thursday
2024-07-04,Ternopilska oblast,1,2024,7,Thursday
2024-07-04,Vinnytska oblast,1,2024,7,Thursday
2024-07-04,Volynska oblast,1,2024,7,Thursday
2024-07-04,Zakarpatska oblast,1,2024,7,Thursday
2024-07-04,Zaporizka oblast,7,2024,7,Thursday
2024-07-04,Zhytomyrska oblast,6,2024,7,Thursday
2024-07-05,Cherkaska oblast,9,2024,7,Friday
2024-07-05,Chernihivska oblast,9,2024,7,Friday
2024-07-05,Chernivetska oblast,1,2024,7,Friday
2024-07-05,Dnipropetrovska oblast,24,2024,7,Friday
2024-07-05,Donetska oblast,21,2024,7,Friday
2024-07-05,Ivano-Frankivska oblast,1,2024,7,Friday
2024-07-05,Kharkivska oblast,24,2024,7,Friday
2024-07-05,Khersonska oblast,13,2024,7,Friday
2024-07-05,Khmelnytska oblast,1,2024,7,Friday
2024-07-05,Kirovohradska oblast,11,2024,7,Friday
2024-07-05,Kyiv City,3,2024,7,Friday
2024-07-05,Kyivska oblast,7,2024,7,Friday
2024-07-05,Lvivska oblast,1,2024,7,Friday
2024-07-05,Mykolaivska oblast,9,2024,7,Friday
2024-07-05,Odeska oblast,9,2024,7,Friday
2024-07-05,Poltavska oblast,8,2024,7,Friday
2024-07-05,Rivnenska oblast,2,2024,7,Friday
2024-07-05,Sumska oblast,11,2024,7,Friday
2024-07-05,Ternopilska oblast,1,2024,7,Friday
2024-07-05,Vinnytska oblast,3,2024,7,Friday
2024-07-05,Volynska oblast,1,2024,7,Friday
2024-07-05,Zakarpatska oblast,1,2024,7,Friday
2024-07-05,Zaporizka oblast,10,2024,7,Friday
2024-07-05,Zhytomyrska oblast,4,2024,7,Friday
2024-07-06,Cherkaska oblast,7,2024,7,Saturday
2024-07-06,Chernihivska oblast,7,2024,7,Saturday
2024-07-06,Chernivetska oblast,1,2024,7,Saturday
2024-07-06,Dnipropetrovska oblast,22,2024,7,Saturday
2024-07-06,Donetska oblast,24,2024,7,Saturday
2024-07-06,Ivano-Frankivska oblast,1,2024,7,Saturday
2024-07-06,Kharkivska oblast,24,2024,7,Saturday
2024-07-06,Khersonska oblast,8,2024,7,Saturday
2024-07-06,Khmelnytska oblast,3,2024,7,Saturday
2024-07-06,Kirovohradska oblast,12,2024,7,Saturday
2024-07-06,Kyiv City,1,2024,7,Saturday
2024-07-06,Kyivska oblast,4,2024,7,Saturday
2024-07-06,Lvivska oblast,1,2024,7,Saturday
2024-07-06,Mykolaivska oblast,10,2024,7,Saturday
2024-07-06,Odeska oblast,9,2024,7,Saturday
2024-07-06,Poltavska oblast,11,2024,7,Saturday
2024-07-06,Rivnenska oblast,1,2024,7,Saturday
2024-07-06,Sumska oblast,8,2024,7,Saturday
2024-07-06,Ternopilska oblast,1,2024,7,Saturday
2024-07-06,Vinnytska oblast,3,2024,7,Saturday
2024-07-06,Volynska oblast,1,2024,7,Saturday
2024-07-06,Zakarpatska oblast,1,2024,7,Saturday
2024-07-06,Zaporizka oblast,15,2024,7,Saturday
2024-07-06,Zhytomyrska oblast,3,2024,7,Saturday
2024-07-07,Cherkaska oblast,3,2024,7,Sunday
2024-07-07,Chernihivska oblast,3,2024,7,Sunday
2024-07-07,Chernivetska oblast,0,2024,7,Sunday
2024-07-07,Dnipropetrovska oblast,24,2024,7,Sunday
2024-07-07,Donetska oblast,21,2024,7,Sunday
2024-07-07,Ivano-Frankivska oblast,0,2024,7,Sunday
2024-07-07,Kharkivska oblast,24,2024,7,Sunday
2024-07-07,Khersonska oblast,4,2024,7,Sunday
2024-07-07,Khmelnytska oblast,0,2024,7,Sunday
2024-07-07,Kirovohradska oblast,3,2024,7,Sunday
2024-07-07,Kyiv City,0,2024,7,Sunday
2024-07-07,Kyivska oblast,0,2024,7,Sunday
2024-07-07,Lvivska oblast,0,2024,7,Sunday
2024-07-07,Mykolaivska oblast,5,2024,7,Sunday
2024-07-07,Odeska oblast,1,2024,7,Sunday
2024-07-07,Poltavska oblast,5,2024,7,Sunday
2024-07-07,Rivnenska oblast,0,2024,7,Sunday
2024-07-07,Sumska oblast,5,2024,7,Sunday
2024-07-07,Ternopilska oblast,0,2024,7,Sunday
2024-07-07,Vinnytska oblast,0,2024,7,Sunday
2024-07-07,Volynska oblast,0,2024,7,Sunday
2024-07-07,Zakarpatska oblast,0,2024,7,Sunday
2024-07-07,Zaporizka oblast,12,2024,7,Sunday
2024-07-07,Zhytomyrska oblast,0,2024,7,Sunday
2024-07-08,Cherkaska oblast,10,2024,7,Monday
2024-07-08,Chernihivska oblast,12,2024,7,Monday
2024-07-08,Chernivetska oblast,6,2024,7,Monday
2024-07-08,Dnipropetrovska oblast,24,2024,7,Monday
2024-07-08,Donetska oblast,24,2024,7,Monday
2024-07-08,Ivano-Frankivska oblast,6,2024,7,Monday
2024-07-08,Kharkivska oblast,24,2024,7,Monday
2024-07-08,Khersonska oblast,15,2024,7,Monday
2024-07-08,Khmelnytska oblast,7,2024,7,Monday
2024-07-08,Kirovohradska oblast,11,2024,7,Monday
2024-07-08,Kyiv City,10,2024,7,Monday
2024-07-08,Kyivska oblast,10,2024,7,Monday
2024-07-08,Lvivska oblast,6,2024,7,Monday
2024-07-08,Mykolaivska oblast,15,2024,7,Monday
2024-07-08,Odeska oblast,10,2024,7,Monday
2024-07-08,Poltavska oblast,12,2024,7,Monday
2024-07-08,Rivnenska oblast,6,2024,7,Monday
2024-07-08,Sumska oblast,13,2024,7,Monday
2024-07-08,Ternopilska oblast,6,2024,7,Monday
2024-07-08,Vinnytska oblast,8,2024,7,Monday
2024-07-08,Volynska oblast,6,2024,7,Monday
2024-07-08,Zakarpatska oblast,6,2024,7,Monday
2024-07-08,Zaporizka oblast,15,2024,7,Monday
2024-07-08,Zhytomyrska oblast,7,2024,7,Monday
2024-07-09,Cherkaska oblast,5,2024,7,Tuesday
2024-07-09,Chernihivska oblast,2,2024,7,Tuesday
2024-07-09,Chernivetska oblast,0,2024,7,Tuesday
2024-07-09,Dnipropetrovska oblast,24,2024,7,Tuesday
2024-07-09,Donetska oblast,24,2024,7,Tuesday
2024-07-09,Ivano-Frankivska oblast,0,2024,7,Tuesday
2024-07-09,Kharkivska oblast,24,2024,7,Tuesday
2024-07-09,Khersonska oblast,12,2024,7,Tuesday
2024-07-09,Khmelnytska oblast,0,2024,7,Tuesday
2024-07-09,Kirovohradska oblast,9,2024,7,Tuesday
2024-07-09,Kyiv City,2,2024,7,Tuesday
2024-07-09,Kyivska oblast,3,2024,7,Tuesday
2024-07-09,Lvivska oblast,0,2024,7,Tuesday
2024-07-09,Mykolaivska oblast,7,2024,7,Tuesday
2024-07-09,Odeska oblast,5,2024,7,Tuesday
2024-07-09,Poltavska oblast,12,2024,7,Tuesday
2024-07-09,Rivnenska oblast,0,2024,7,Tuesday
2024-07-09,Sumska oblast,7,2024,7,Tuesday
2024-07-09,Ternopilska oblast,0,2024,7,Tuesday
2024-07-09,Vinnytska oblast,3,2024,7,Tuesday
2024-07-09,Volynska oblast,0,2024,7,Tuesday
2024-07-09,Zakarpatska oblast,0,2024,7,Tuesday
2024-07-09,Zaporizka oblast,14,2024,7,Tuesday
2024-07-09,Zhytomyrska oblast,2,2024,7,Tuesday
2024-07-10,Cherkaska oblast,9,2024,7,Wednesday
2024-07-10,Chernihivska oblast,3,2024,7,Wednesday
2024-07-10,Chernivetska oblast,4,2024,7,Wednesday
2024-07-10,Dnipropetrovska oblast,23,2024,7,Wednesday
2024-07-10,Donetska oblast,24,2024,7,Wednesday
2024-07-10,Ivano-Frankivska oblast,2,2024,7,Wednesday
2024-07-10,Kharkivska oblast,24,2024,7,Wednesday
2024-07-10,Khersonska oblast,14,2024,7,Wednesday
2024-07-10,Khmelnytska oblast,6,2024,7,Wednesday
2024-07-10,Kirovohradska oblast,11,2024,7,Wednesday
2024-07-10,Kyiv City,2,2024,7,Wednesday
2024-07-10,Kyivska oblast,7,2024,7,Wednesday
2024-07-10,Lvivska oblast,2,2024,7,Wednesday
2024-07-10,Mykolaivska oblast,14,2024,7,Wednesday
2024-07-10,Odeska oblast,11,2024,7,Wednesday
2024-07-10,Poltavska oblast,7,2024,7,Wednesday
2024-07-10,Rivnenska oblast,6,2024,7,Wednesday
2024-07-10,Sumska oblast,4,2024,7,Wednesday
2024-07-10,Ternopilska oblast,2,2024,7,Wednesday
2024-07-10,Vinnytska oblast,8,2024,7,Wednesday
2024-07-10,Volynska oblast,5,2024,7,Wednesday
2024-07-10,Zakarpatska oblast,2,2024,7,Wednesday
2024-07-10,Zaporizka oblast,16,2024,7,Wednesday
2024-07-10,Zhytomyrska oblast,7,2024,7,Wednesday
2024-07-11,Cherkaska oblast,9,2024,7,Thursday
2024-07-11,Chernihivska oblast,11,2024,7,Thursday
2024-07-11,Chernivetska oblast,7,2024,7,Thursday
2024-07-11,Dnipropetrovska oblast,24,2024,7,Thursday
2024-07-11,Donetska oblast,23,2024,7,Thursday
2024-07-11,Ivano-Frankivska oblast,9,2024,7,Thursday
2024-07-11,Kharkivska oblast,24,2024,7,Thursday
2024-07-11,Khersonska oblast,8,2024,7,Thursday
2024-07-11,Khmelnytska oblast,10,2024,7,Thursday
2024-07-11,Kirovohradska oblast,7,2024,7,Thursday
2024-07-11,Kyiv City,6,2024,7,Thursday
2024-07-11,Kyivska oblast,9,2024,7,Thursday
2024-07-11,Lvivska oblast,8,2024,7,Thursday
2024-07-11,Mykolaivska oblast,7,2024,7,Thursday
2024-07-11,Odeska oblast,9,2024,7,Thursday
2024-07-11,Poltavska oblast,12,2024,7,Thursday
2024-07-11,Rivnenska oblast,10,2024,7,Thursday
2024-07-11,Sumska oblast,13,2024,7,Thursday
2024-07-11,Ternopilska oblast,10,2024,7,Thursday
2024-07-11,Vinnytska oblast,8,2024,7,Thursday
2024-07-11,Volynska oblast,7,2024,7,Thursday
2024-07-11,Zakarpatska oblast,7,2024,7,Thursday
2024-07-11,Zaporizka oblast,11,2024,7,Thursday
2024-07-11,Zhytomyrska oblast,8,2024,7,Thursday
2024-07-12,Cherkaska oblast,6,2024,7,Friday
2024-07-12,Chernihivska oblast,5,2024,7,Friday
2024-07-12,Chernivetska oblast,1,2024,7,Friday
2024-07-12,Dnipropetrovska oblast,24,2024,7,Friday
